,Quarter,Banks,1. Total Interest Income (Net of Interest Tax) (April to Date)_Domestic Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Global Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Overseas Operation,2. Interest Expense (April to Date)_Domestic Operation,2. Interest Expense (April to Date)_Global Operation,2. Interest Expense (April to Date)_Overseas Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Domestic Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Global Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Overseas Operation,4. Other Operating Income (OOI) (April to Date) _Domestic Operation,4. Other Operating Income (OOI) (April to Date) _Global Operation,4. Other Operating Income (OOI) (April to Date) _Overseas Operation,5. Total Operating Income (April to Date) [3 + 4]_Domestic Operation,5. Total Operating Income (April to Date) [3 + 4]_Global Operation,5. Total Operating Income (April to Date) [3 + 4]_Overseas Operation,6. Operating Expense (OE) (April to Date)_Domestic Operation,6. Operating Expense (OE) (April to Date)_Global Operation,6. Operating Expense (OE) (April to Date)_Overseas Operation,Of Which: Staff Expenses (April to Date)_Domestic Operation,Of Which: Staff Expenses (April to Date)_Global Operation,Of Which: Staff Expenses (April to Date)_Overseas Operation,7. Net Operating Income (April to Date) [5 - 6]_Domestic Operation,7. Net Operating Income (April to Date) [5 - 6]_Global Operation,7. Net Operating Income (April to Date) [5 - 6]_Overseas Operation,8. Capital Gains/(Losses) (April to Date)_Domestic Operation,8. Capital Gains/(Losses) (April to Date)_Global Operation,8. Capital Gains/(Losses) (April to Date)_Overseas Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Domestic Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Global Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Overseas Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Domestic Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Global Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Overseas Operation,11. Risk Provisions - Total (April to Date)_Domestic Operation,11. Risk Provisions - Total (April to Date)_Global Operation,11. Risk Provisions - Total (April to Date)_Overseas Operation,12. Write Offs - Total (April to Date) _Domestic Operation,12. Write Offs - Total (April to Date) _Global Operation,12. Write Offs - Total (April to Date) _Overseas Operation,13. Provisions For Liabilities (April to Date) _Domestic Operation,13. Provisions For Liabilities (April to Date) _Global Operation,13. Provisions For Liabilities (April to Date) _Overseas Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Domestic Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Global Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Overseas Operation,15. Provision For Income Taxes (April to Date) _Domestic Operation,15. Provision For Income Taxes (April to Date) _Global Operation,15. Provision For Income Taxes (April to Date) _Overseas Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Domestic Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Global Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
91,2012Q3,BANK OF BAHRAIN & KUWAIT B.S.C.,491111000,,,205831000,,,285280000,,,41926000,,,327206000,,,96324000,,,48353000,,,230882000,,,9000,,,0,,,230891000,,,144987000,,,157000,,,0,,,85747000,,,27972000,,,57775000,,,1,0,0,0
92,2012Q3,BANK OF CEYLON,123441000,,,25233000,,,98208000,,,24133000,,,122341000,,,25515000,,,6028000,,,96826000,,,0,,,0,,,96826000,,,0,,,0,,,0,,,96826000,,,10000000,,,86826000,,,1,0,0,0
93,2012Q3,BANK OF NOVA SCOTIA,3700723000,,,2080923000,,,1619800000,,,1130737000,,,2750537000,,,354793000,,,147825000,,,2395744000,,,-213000,,,0,,,2395531000,,,87101000,,,0,,,0,,,2308430000,,,954675000,,,1353755000,,,1,0,0,0
94,2012Q3,BARCLAYS BANK PLC,8788996000,,,5635962000,,,3153034000,,,-257598000,,,2895436000,,,3018655000,,,1474201000,,,-123219000,,,-38989000,,,0,,,-162208000,,,-13830000,,,410545000,,,-18304000,,,-540619000,,,320428000,,,-861047000,,,1,0,0,0
95,2012Q3,BNP PARIBAS,4223400000,,,2032200000,,,2191200000,,,780300000,,,2971500000,,,1800400000,,,633400000,,,1171100000,,,0,,,0,,,1171100000,,,-468600000,,,0,,,0,,,1639700000,,,919700000,,,720000000,,,1,0,0,0
96,2012Q3,CITIBANK N.A,44654903000,,,19161651000,,,25493252000,,,8181463000,,,33674715000,,,15212768000,,,5180383000,,,18461947000,,,165249000,,,0,,,18627196000,,,-4206951000,,,1022162000,,,0,,,21811985000,,,9166268000,,,12645717000,,,1,0,0,0
97,2012Q3,COMMONWEALTH BANK OF AUSTRALIA,84274000,,,7670000,,,76604000,,,23704000,,,100308000,,,130662000,,,53976000,,,-30354000,,,-12000,,,0,,,-30366000,,,900000,,,0,,,0,,,-31266000,,,0,,,-31266000,,,1,0,0,0
98,2012Q3,COOPERATIEVE RABOBANK U.A.,336628000,,,16843000,,,319785000,,,73411000,,,393196000,,,251179000,,,133788000,,,142017000,,,0,,,0,,,142017000,,,8468000,,,0,,,0,,,133549000,,,56122000,,,77427000,,,1,0,0,0
99,2012Q3,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2374795000,,,1335458000,,,1039337000,,,167638000,,,1206975000,,,496455000,,,263917000,,,710520000,,,-270000,,,0,,,710250000,,,-139063000,,,0,,,0,,,849313000,,,390000000,,,459313000,,,1,0,0,0
100,2012Q3,CREDIT SUISSE AG,1129285000,,,521556000,,,607729000,,,627596000,,,1235325000,,,261261000,,,189934000,,,974064000,,,0,,,0,,,974064000,,,33519000,,,0,,,0,,,940545000,,,398387000,,,542158000,,,1,0,0,0
101,2012Q3,"CTBC BANK CO., LTD.",196582000,,,61154000,,,135428000,,,27795000,,,163223000,,,63067000,,,36760000,,,100156000,,,0,,,4658000,,,104814000,,,39861000,,,0,,,0,,,64953000,,,33000000,,,31953000,,,1,0,0,0
102,2012Q3,DBS BANK INDIA LTD.,12491779000,,,7344414000,,,5147365000,,,-137273000,,,5010092000,,,2263287000,,,1044628000,,,2746805000,,,303000,,,0,,,2747108000,,,838880000,,,-1500000,,,0,,,1909728000,,,823423000,,,1086305000,,,1,0,0,0
103,2012Q3,DEUTSCHE BANK AG,13163111000,,,3323997000,,,9839114000,,,4522852000,,,14361966000,,,4991224000,,,2261868000,,,9370742000,,,-19168000,,,0,,,9351574000,,,-132266000,,,-12813000,,,0,,,9496653000,,,4128834000,,,5367819000,,,1,0,0,0
104,2012Q3,FIRSTRAND BANK LTD,352309000,,,136469000,,,215840000,,,163300000,,,379140000,,,424119000,,,223761000,,,-44979000,,,-7000,,,0,,,-44986000,,,0,,,0,,,0,,,-44986000,,,0,,,-44986000,,,1,0,0,0
105,2012Q3,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,34400600000,,,14241600000,,,20159000000,,,9457600000,,,29616600000,,,12175000000,,,5190900000,,,17441600000,,,6700000,,,0,,,17448300000,,,-1823900000,,,0,,,0,,,19272200000,,,7997500000,,,11274700000,,,1,0,0,0
106,2012Q3,HSBC BANK OMAN S.A.O.G.,106000000,,,51400000,,,54600000,,,8600000,,,63200000,,,53200000,,,14800000,,,10000000,,,0,,,0,,,10000000,,,900000,,,-68600000,,,0,,,77700000,,,3100000,,,74600000,,,1,0,0,0
107,2012Q3,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,234656000,,,4964000,,,229692000,,,21719000,,,251411000,,,88398000,,,50706000,,,163013000,,,0,,,-201000,,,162812000,,,8395000,,,0,,,0,,,154417000,,,46768000,,,107649000,,,1,0,0,0
108,2012Q3,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,7566340000,,,3617821000,,,3948519000,,,2573593000,,,6522112000,,,1046880000,,,634371000,,,5475232000,,,0,,,0,,,5475232000,,,-32807000,,,0,,,0,,,5508039000,,,2280000000,,,3228039000,,,1,0,0,0
109,2012Q3,KBC BANK NV,301900000,,,119900000,,,182000000,,,121500000,,,303500000,,,72500000,,,42100000,,,231000000,,,0,,,0,,,231000000,,,119900000,,,0,,,0,,,111100000,,,92500000,,,18600000,,,1,0,0,0
110,2012Q3,KRUNG THAI BANK PUBLIC COMPANY LIMITED,78798000,,,35473000,,,43325000,,,7974000,,,51299000,,,18103000,,,4861000,,,33196000,,,0,,,0,,,33196000,,,0,,,0,,,0,,,33196000,,,14111000,,,19085000,,,1,0,0,0
111,2012Q3,MASHREQ BANK PSC,43445000,,,855000,,,42590000,,,82921000,,,125511000,,,36899000,,,15277000,,,88612000,,,0,,,0,,,88612000,,,4813000,,,0,,,0,,,83799000,,,34498000,,,49301000,,,1,0,0,0
112,2012Q3,MIZUHO BANK LTD,1856698000,,,161273000,,,1695425000,,,663158000,,,2358583000,,,286355000,,,142384000,,,2072228000,,,-252000,,,0,,,2071976000,,,56223000,,,0,,,0,,,2015753000,,,869381000,,,1146372000,,,1,0,0,0
113,2012Q3,MUFG Bank Ltd,3840100000,,,1082500000,,,2757600000,,,641700000,,,3399300000,,,664300000,,,380500000,,,2735000000,,,200000,,,0,,,2735200000,,,-117100000,,,0,,,0,,,2852300000,,,1204700000,,,1647600000,,,1,0,0,0
114,2012Q3,NATIONAL AUSTRALIA BANK,64715000,,,0,,,64715000,,,0,,,64715000,,,104179000,,,68803000,,,-39464000,,,0,,,0,,,-39464000,,,0,,,0,,,0,,,-39464000,,,0,,,-39464000,,,1,0,0,0
115,2012Q3,NatWest Markets Plc,9259124000,,,4429164000,,,4829960000,,,4169598000,,,8999558000,,,4953198000,,,2439083000,,,4046360000,,,61368000,,,0,,,4107728000,,,150347000,,,350559000,,,0,,,3606822000,,,1515731000,,,2091091000,,,1,0,0,0
116,2012Q3,SBERBANK,60708000,,,0,,,60708000,,,0,,,60708000,,,56193000,,,36229000,,,4515000,,,0,,,0,,,4515000,,,0,,,0,,,0,,,4515000,,,0,,,4515000,,,1,0,0,0
117,2012Q3,SBM BANK (INDIA) LTD.,691628000,,,400072000,,,291556000,,,116951000,,,408507000,,,87684000,,,43661000,,,321337000,,,-20000,,,0,,,321317000,,,41898000,,,0,,,0,,,279419000,,,116318000,,,163101000,,,1,0,0,0
118,2012Q3,SHINHAN BANK,820981000,,,331649000,,,489332000,,,94151000,,,583483000,,,128182000,,,53925000,,,455301000,,,0,,,0,,,455301000,,,31981000,,,0,,,0,,,423320000,,,178900000,,,244420000,,,1,0,0,0
119,2012Q3,SOCIETE GENERALE,1321063000,,,645391000,,,675672000,,,-7206000,,,668466000,,,300136000,,,147465000,,,368330000,,,-274000,,,9012000,,,377068000,,,-56286000,,,0,,,0,,,433354000,,,191000000,,,242354000,,,1,0,0,0
120,2012Q3,SONALI BANK,16803000,,,6569000,,,10234000,,,43696000,,,53930000,,,17367000,,,9060000,,,36563000,,,0,,,0,,,36563000,,,0,,,0,,,0,,,36563000,,,0,,,36563000,,,1,0,0,0
121,2012Q3,STANDARD CHARTERED BANK,44612000000,,,20532600000,,,24079400000,,,14273200000,,,38352600000,,,13554500000,,,6152400000,,,24798100000,,,68700000,,,0,,,24866800000,,,633100000,,,75200000,,,0,,,24158500000,,,8617000000,,,15541500000,,,1,0,0,0
122,2012Q3,UBS AG,2232000000,,,811000000,,,1421000000,,,-473100000,,,947900000,,,450300000,,,230100000,,,497600000,,,0,,,0,,,497600000,,,-5500000,,,0,,,0,,,503100000,,,200700000,,,302400000,,,1,0,0,0
123,2012Q3,UNITED OVERSEAS BANK LTD,70156000,,,0,,,70156000,,,477000,,,70633000,,,51354000,,,17939000,,,19279000,,,0,,,0,,,19279000,,,0,,,0,,,0,,,19279000,,,0,,,19279000,,,1,0,0,0
124,2012Q3,WOORI BANK,62287000,,,6057000,,,56230000,,,2794000,,,59024000,,,52833000,,,15368000,,,6191000,,,0,,,0,,,6191000,,,0,,,0,,,0,,,6191000,,,0,,,6191000,,,1,0,0,0
125,2012Q3,AXIS BANK LIMITED,124800200000,,,82510400000,,,42289800000,,,25737900000,,,68027700000,,,32251900000,,,11406300000,,,35775800000,,,-22000000,,,0,,,35753800000,,,1688500000,,,5074100000,,,3000000,,,28988200000,,,10966000000,,,18022200000,,,0,1,0,0
126,2012Q3,CITY UNION BANK LIMITED,10357500000,,,7484800000,,,2872700000,,,1271000000,,,4143700000,,,1720000000,,,669400000,,,2423700000,,,900000,,,0,,,2424600000,,,390400000,,,0,,,66000000,,,1968200000,,,425000000,,,1543200000,,,0,1,0,0
127,2012Q3,CSB BANK LIMITED,6328500000,,,4759700000,,,1568800000,,,387400000,,,1956200000,,,1584900000,,,1129500000,,,371300000,,,5800000,,,0,,,377100000,,,179200000,,,0,,,0,,,197900000,,,64000000,,,133900000,,,0,1,0,0
128,2012Q3,DCB BANK LIMITED,4334900000,,,3026100000,,,1308800000,,,553700000,,,1862500000,,,1345700000,,,669900000,,,516800000,,,-3500000,,,0,,,513300000,,,102900000,,,0,,,0,,,410400000,,,0,,,410400000,,,0,1,0,0
129,2012Q3,FEDERAL BANK LTD,30623400000,,,20647900000,,,9975500000,,,2635200000,,,12610700000,,,5651400000,,,3118200000,,,6959300000,,,2200000,,,0,,,6961500000,,,910600000,,,21700000,,,0,,,6029200000,,,1974700000,,,4054500000,,,0,1,0,0
130,2012Q3,HDFC BANK LTD.,164028736000,,,92446905000,,,71581831000,,,29119838000,,,100701669000,,,49244267000,,,19512913000,,,50927374000,,,-4002000,,,0,,,50923372000,,,7288309000,,,370962000,,,-5808000,,,43269909000,,,13946849000,,,29323060000,,,0,1,0,0
131,2012Q3,ICICI BANK LIMITED,171623319000,,,114031591000,,,57591728000,,,36470251000,,,94061979000,,,42316556000,,,18961182000,,,51718990000,,,122394000,,,0,,,51841384000,,,2550113000,,,7016505000,,,0,,,42274766000,,,12987700000,,,29287066000,,,0,1,0,0
132,2012Q3,IDBI BANK LIMITED,122885253000,,,98025001000,,,24860252000,,,11226464000,,,36086716000,,,13947483000,,,7017178000,,,22577744000,,,1251000,,,0,,,22578995000,,,10037259000,,,109097000,,,-102219000,,,12534858000,,,3963771000,,,8571087000,,,0,1,1,0
133,2012Q3,INDUSIND BANK LTD,33599760000,,,23661392000,,,9938368000,,,6395765000,,,16334133000,,,8092545000,,,3146092000,,,8241588000,,,-3111000,,,0,,,8238477000,,,688635000,,,337058000,,,0,,,7212784000,,,2347700000,,,4865084000,,,0,1,0,0
134,2012Q3,ING VYSYA BANK LTD,23689755000,,,16569560000,,,7120195000,,,3398790000,,,10518985000,,,6067550000,,,3590515000,,,4451435000,,,2000,,,0,,,4451437000,,,330678000,,,0,,,0,,,4120759000,,,1317455000,,,2803304000,,,0,1,0,0
135,2012Q3,JAMMU & KASHMIR BANK LTD,29767500000,,,18884600000,,,10882900000,,,1842900000,,,12725800000,,,4347300000,,,2808800000,,,8378500000,,,0,,,0,,,8378500000,,,831800000,,,0,,,0,,,7546700000,,,2390500000,,,5156200000,,,0,1,0,0
136,2012Q3,KARNATAKA BANK LTD,18377862000,,,13842735000,,,4535127000,,,1849868000,,,6384995000,,,3090560000,,,1684352000,,,3294435000,,,-17427000,,,0,,,3277008000,,,798113000,,,0,,,0,,,2478895000,,,472729000,,,2006166000,,,0,1,0,0
137,2012Q3,KARUR VYSYA BANK LTD,20430653000,,,15044750000,,,5385903000,,,1903188000,,,7289091000,,,3319941000,,,1573576000,,,3969150000,,,700000,,,0,,,3969850000,,,-305913000,,,0,,,0,,,4275763000,,,1488730000,,,2787033000,,,0,1,0,0
138,2012Q3,KOTAK MAHINDRA BANK LTD.,37395335000,,,22601025000,,,14794310000,,,4910450000,,,19704760000,,,10407853000,,,4993256000,,,9296907000,,,9054000,,,0,,,9305961000,,,263106000,,,784522000,,,0,,,8258333000,,,2630000000,,,5628333000,,,0,1,0,0
139,2012Q3,LAKSHMI VILAS BANK LTD,8488989000,,,6789484000,,,1699505000,,,893418000,,,2592923000,,,1581498000,,,765322000,,,1011425000,,,214000,,,0,,,1011639000,,,349254000,,,0,,,120738000,,,541647000,,,110000000,,,431647000,,,0,1,0,0
140,2012Q3,NAINITAL BANK LTD,1951109000,,,1227182000,,,723927000,,,108952000,,,832879000,,,377097000,,,254390000,,,455782000,,,233000,,,0,,,456015000,,,107415000,,,0,,,0,,,348600000,,,124100000,,,224500000,,,0,1,0,0
141,2012Q3,RBL BANK LIMITED,3855141000,,,2681393000,,,1173748000,,,486922000,,,1660670000,,,971394000,,,570233000,,,689276000,,,7588000,,,0,,,696864000,,,47550000,,,0,,,0,,,649314000,,,211600000,,,437714000,,,0,1,0,0
142,2012Q3,SOUTH INDIAN BANK LTD,21395311000,,,15466205000,,,5929106000,,,1494727000,,,7423833000,,,3351993000,,,2016244000,,,4071840000,,,-622000,,,0,,,4071218000,,,813511000,,,0,,,0,,,3257707000,,,1055900000,,,2201807000,,,0,1,0,0
143,2012Q3,TAMILNAD MERCANTILE BANK LTD,12028745000,,,7885672000,,,4143073000,,,1052502000,,,5195575000,,,2026083000,,,1209763000,,,3169492000,,,-371000,,,0,,,3169121000,,,372491000,,,0,,,0,,,2796630000,,,907400000,,,1889230000,,,0,1,0,0
144,2012Q3,THE DHANALAKSHMI BANK LTD,6577200000,,,5249000000,,,1328200000,,,432100000,,,1760300000,,,1743700000,,,1014900000,,,16600000,,,100000,,,0,,,16700000,,,316500000,,,4500000,,,0,,,-304300000,,,0,,,-304300000,,,0,1,0,0
145,2012Q3,YES BANK LTD.,38727100000,,,28763600000,,,9963500000,,,5650700000,,,15614200000,,,6168700000,,,3194400000,,,9468600000,,,-2100000,,,0,,,9466500000,,,699100000,,,28200000,,,-87200000,,,8826400000,,,2864200000,,,5962200000,,,0,1,0,0
146,2012Q3,ALLAHABAD BANK,86381685000,,,62003376000,,,24378309000,,,6093359000,,,30471668000,,,13300140000,,,8765992000,,,17171528000,,,0,,,0,,,17171528000,,,7770579000,,,0,,,0,,,9400949000,,,2274399000,,,7126550000,,,0,0,1,0
147,2012Q3,ANDHRA BANK,63196500000,,,44874300000,,,18322200000,,,4549000000,,,22871200000,,,9459300000,,,5937000000,,,13411900000,,,3000000,,,0,,,13414900000,,,3459800000,,,0,,,500000,,,9954600000,,,3080000000,,,6874600000,,,0,0,1,0
148,2012Q3,BANK OF BARODA,151158520000,,,104575968000,,,46582552000,,,12360155000,,,58942707000,,,24241609000,,,14002378000,,,34701098000,,,-2009000,,,0,,,34699089000,,,12025885000,,,245352000,,,0,,,22427852000,,,4285647000,,,18142205000,,,0,0,1,0
149,2012Q3,BANK OF INDIA,139359600000,,,103715600000,,,35644000000,,,15541300000,,,51185300000,,,22779300000,,,13722400000,,,28406000000,,,0,,,0,,,28406000000,,,15727500000,,,0,,,0,,,12678500000,,,2942600000,,,9735900000,,,0,0,1,0
150,2012Q3,BANK OF MAHARASHTRA,42953893000,,,29253572000,,,13700321000,,,3558953000,,,17259274000,,,8129390000,,,5367854000,,,9129884000,,,1089000,,,0,,,9130973000,,,5335162000,,,0,,,46664000,,,3749147000,,,684400000,,,3064747000,,,0,0,1,0
151,2012Q3,CANARA BANK,167889668000,,,130784585000,,,37105083000,,,12844628000,,,49949711000,,,24048219000,,,15267786000,,,25901492000,,,5882000,,,0,,,25907374000,,,8064255000,,,0,,,0,,,17843119000,,,3853478000,,,13989641000,,,0,0,1,0
152,2012Q3,CENTRAL BANK OF INDIA,106311900000,,,78376800000,,,27935100000,,,6748800000,,,34683900000,,,18587100000,,,12610800000,,,16096800000,,,-4700000,,,0,,,16092100000,,,7800700000,,,0,,,0,,,8291400000,,,1632800000,,,6658600000,,,0,0,1,0
153,2012Q3,CORPORATION BANK,73951016000,,,57834239000,,,16116777000,,,6540535000,,,22657312000,,,9096455000,,,4426371000,,,13560857000,,,-4741000,,,0,,,13556116000,,,4854197000,,,0,,,0,,,8701919000,,,942208000,,,7759711000,,,0,0,1,0
154,2012Q3,DENA BANK,43311702000,,,31249239000,,,12062463000,,,2756336000,,,14818799000,,,5867147000,,,3511928000,,,8951652000,,,-1126000,,,0,,,8950526000,,,1187492000,,,891785000,,,0,,,6871249000,,,2088500000,,,4782749000,,,0,0,1,0
155,2012Q3,IDBI BANK LIMITED,122885253000,,,98025001000,,,24860252000,,,11226464000,,,36086716000,,,13947483000,,,7017178000,,,22577744000,,,1251000,,,0,,,22578995000,,,10037259000,,,109097000,,,-102219000,,,12534858000,,,3963771000,,,8571087000,,,0,1,1,0
156,2012Q3,INDIAN BANK,66618500000,,,44470700000,,,22147800000,,,5610000000,,,27757800000,,,10952900000,,,7390500000,,,16804900000,,,-10900000,,,1400000,,,16795400000,,,3465900000,,,0,,,0,,,13329500000,,,4300000000,,,9029500000,,,0,0,1,0
157,2012Q3,INDIAN OVERSEAS BANK,97227652000,,,73239630000,,,23988022000,,,7818486000,,,31806508000,,,16658510000,,,11061525000,,,14464529000,,,7667000,,,0,,,14472196000,,,9721072000,,,12398000,,,100000000,,,4638726000,,,1730000000,,,2908726000,,,0,0,1,0
158,2012Q3,ORIENTAL BANK OF COMMERCE,86950900000,,,64188000000,,,22762900000,,,8211800000,,,30974700000,,,12803700000,,,7426800000,,,18171000000,,,6700000,,,0,,,18177700000,,,7919900000,,,0,,,0,,,10257800000,,,3321700000,,,6936100000,,,0,0,1,0
159,2012Q3,PUNJAB AND SIND BANK,35566662000,,,27859589000,,,7707073000,,,1732029000,,,9439102000,,,5643033000,,,4012945000,,,3796069000,,,316000,,,0,,,3796385000,,,1502765000,,,749000,,,0,,,2292871000,,,881907000,,,1410964000,,,0,0,1,0
160,2012Q3,PUNJAB NATIONAL BANK,205494329000,,,133304738000,,,72189591000,,,20451050000,,,92640641000,,,39852519000,,,28399714000,,,52788122000,,,12098000,,,0,,,52800220000,,,21063215000,,,0,,,0,,,31737005000,,,9561800000,,,22175205000,,,0,0,1,0
161,2012Q3,STATE BANK OF BIKANER AND JAIPUR,37323900000,,,23967100000,,,13356800000,,,2821800000,,,16178600000,,,7166800000,,,4595200000,,,9011800000,,,0,,,0,,,9011800000,,,4122700000,,,0,,,0,,,4889100000,,,1520100000,,,3369000000,,,0,0,1,0
162,2012Q3,STATE BANK OF HYDERABAD,60620823000,,,41270978000,,,19349845000,,,4360273000,,,23710118000,,,10394802000,,,6763617000,,,13315316000,,,0,,,0,,,13315316000,,,1160100000,,,5092100000,,,0,,,7063116000,,,1577100000,,,5486016000,,,0,0,1,0
163,2012Q3,STATE BANK OF INDIA,2212052400000,,,1386851200000,,,825201200000,,,248250400000,,,1073451600000,,,518322000000,,,329733200000,,,555129600000,,,-7600000,,,0,,,555122000000,,,166440000000,,,0,,,0,,,388682000000,,,140430400000,,,248251600000,,,0,0,1,0
164,2012Q3,STATE BANK OF MYSORE,29246841000,,,20133556000,,,9113285000,,,2516760000,,,11630045000,,,5382615000,,,3171431000,,,6247430000,,,-935000,,,0,,,6246495000,,,3474100000,,,-473936000,,,0,,,3246331000,,,1394900000,,,1851431000,,,0,0,1,0
165,2012Q3,STATE BANK OF PATIALA,47407100000,,,35286700000,,,12120400000,,,3358800000,,,15479200000,,,7517700000,,,4581100000,,,7961500000,,,0,,,0,,,7961500000,,,1814200000,,,0,,,0,,,6147300000,,,2530000000,,,3617300000,,,0,0,1,0
166,2012Q3,STATE BANK OF TRAVANCORE,41387362000,,,31450079000,,,9937283000,,,3073067000,,,13010350000,,,6594730000,,,4111246000,,,6415620000,,,-1287000,,,0,,,6414333000,,,2212519000,,,0,,,0,,,4201814000,,,1031100000,,,3170714000,,,0,0,1,0
167,2012Q3,SYNDICATE BANK,82375854000,,,55881369000,,,26494485000,,,4808094000,,,31302579000,,,15205175000,,,10451309000,,,16097404000,,,211000,,,0,,,16097615000,,,8761560000,,,0,,,961773000,,,6374282000,,,-2254830000,,,8629112000,,,0,0,1,0
168,2012Q3,UCO BANK,81893400000,,,61870600000,,,20022800000,,,4180100000,,,24202900000,,,9808800000,,,6503900000,,,14394100000,,,0,,,0,,,14394100000,,,9948400000,,,0,,,0,,,4445700000,,,149900000,,,4295800000,,,0,0,1,0
169,2012Q3,UNION BANK OF INDIA,119220000000,,,83481400000,,,35738600000,,,10368200000,,,46106800000,,,21609400000,,,13569100000,,,24497400000,,,-2800000,,,0,,,24494600000,,,9488500000,,,0,,,0,,,15006100000,,,4525800000,,,10480300000,,,0,0,1,0
170,2012Q3,UNITED BANK OF INDIA,45743352000,,,32849826000,,,12893526000,,,4571593000,,,17465119000,,,7230920000,,,4507156000,,,10234199000,,,0,,,0,,,10234199000,,,5479018000,,,0,,,0,,,4755181000,,,1570000000,,,3185181000,,,0,0,1,0
171,2012Q3,VIJAYA BANK,44154848000,,,35104666000,,,9050182000,,,2061754000,,,11111936000,,,6382610000,,,3961939000,,,4729326000,,,0,,,0,,,4729326000,,,2366866000,,,7566000,,,0,,,2354894000,,,7573000,,,2347321000,,,0,0,1,0
172,2012Q4,AB BANK LIMITED,53200000,,,9400000,,,43800000,,,132400000,,,176200000,,,74800000,,,9400000,,,101400000,,,0,,,0,,,101400000,,,0,,,0,,,0,,,101400000,,,0,,,101400000,,,1,0,0,0
173,2012Q4,ABU DHABI COMMERCIAL BANK PJSC,862685000,,,498848000,,,363837000,,,44321000,,,408158000,,,170960000,,,102247000,,,237198000,,,-2000,,,0,,,237196000,,,-31363000,,,0,,,0,,,268559000,,,101000000,,,167559000,,,1,0,0,0
174,2012Q4,AMERICAN EXPRESS BANKING CORP.,659387000,,,888221000,,,-228834000,,,4125815000,,,3896981000,,,4305432000,,,816470000,,,-408451000,,,-853000,,,0,,,-409304000,,,48144000,,,289703000,,,0,,,-747151000,,,0,,,-747151000,,,1,0,0,0
175,2012Q4,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,1980800000,,,1244600000,,,736200000,,,399500000,,,1135700000,,,976600000,,,526700000,,,159100000,,,0,,,0,,,159100000,,,345600000,,,0,,,0,,,-186500000,,,-93600000,,,-92900000,,,1,0,0,0
176,2012Q4,"BANK OF AMERICA , NATIONAL ASSOCIATION",9926345000,,,4276314000,,,5650031000,,,2324085000,,,7974116000,,,2545604000,,,1482858000,,,5428512000,,,32962000,,,0,,,5461474000,,,-73394000,,,6978000,,,0,,,5527890000,,,2308296000,,,3219594000,,,1,0,0,0
177,2012Q4,BANK OF BAHRAIN & KUWAIT B.S.C.,722588000,,,311386000,,,411202000,,,64319000,,,475521000,,,141305000,,,65274000,,,334216000,,,27000,,,0,,,334243000,,,189517000,,,157000,,,0,,,144569000,,,50193000,,,94376000,,,1,0,0,0
178,2012Q4,BANK OF CEYLON,184786000,,,40155000,,,144631000,,,37884000,,,182515000,,,40156000,,,10379000,,,142359000,,,0,,,0,,,142359000,,,-324000,,,0,,,0,,,142683000,,,25000000,,,117683000,,,1,0,0,0
179,2012Q4,BANK OF NOVA SCOTIA,5770222000,,,3283692000,,,2486530000,,,1749130000,,,4235660000,,,625477000,,,235915000,,,3610183000,,,-327000,,,0,,,3609856000,,,161292000,,,0,,,0,,,3448564000,,,1400362000,,,2048202000,,,1,0,0,0
180,2012Q4,BARCLAYS BANK PLC,12382717000,,,7883019000,,,4499698000,,,-367931000,,,4131767000,,,4758842000,,,2098244000,,,-627075000,,,-40300000,,,-120588000,,,-787963000,,,-671932000,,,1218891000,,,-17858000,,,-1317064000,,,228589000,,,-1545653000,,,1,0,0,0
181,2012Q4,BNP PARIBAS,6318000000,,,2888200000,,,3429800000,,,1903000000,,,5332800000,,,2836600000,,,933400000,,,2496200000,,,-1500000,,,0,,,2494700000,,,-477600000,,,0,,,0,,,2972300000,,,1752000000,,,1220300000,,,1,0,0,0
